Название здания,Полный адрес,Цена,Цена за квадратный метр,Площадь (м²),Тип здания,lat,lon
Торговая площадь,"Иркутская обл., Иркутский муниципальный округ, Байкальский тракт, 12-й километр, 12А",70000,7865.168539325842,8.9,торговый центр,52.246335351572206,104.43160330827328
Офис,"Иркутская обл., Иркутск, ул. Ширямова, 2/8",15000,937.5,16.0,административное здание,52.276051,104.353011
Офис,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 1/6",70000,795.4545454545455,88.0,жилой дом,52.30034,104.296172
Свободного назначения,"Иркутская обл., Иркутск, ул. Баумана, 237/7",80000,960.3841536614647,83.3,жилой дом,52.351785,104.148868
Свободного назначения,"Иркутская обл., Иркутск, ул. Баумана, 216/3",950,6.506849315068493,146.0,жилой дом,52.35395514461072,104.1552055094008
Другое,"Иркутская обл., Иркутск, ул. Франк-Каменецкого, 28/3",18000,900.0,20.0,жилой дом,52.28934706047996,104.29874531628305
Свободного назначения,"Иркутская обл., Иркутск, городок ИВАТУ, жилой комплекс Авиатор, с20/1",1400,2.7777777777777777,504.0,административное здание,52.273852256092056,104.34536069577024
Торговая площадь,"Иркутская обл., Иркутск, Партизанская ул., 36",3500,182.29166666666669,19.2,торговый центр,52.27933,104.302489
Универсальное помещение,"Иркутская обл., Иркутск, ул. Костычева, 27/2",95000,629.1390728476821,151.0,жилой дом,52.231406,104.283229
Свободного назначения,"Иркутская обл., Иркутск, ул. Дзержинского, 33",800,50.0,16.0,административное здание,52.287282,104.29877
Свободного назначения,"Иркутская обл., Иркутск, Ракитная ул., 35",25000,185.1851851851852,135.0,административное здание,52.278905,104.207043
Другое,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 57",7500,441.1764705882353,17.0,бизнес-центр,52.28748516615262,104.30106658066578
Офис,"Иркутская обл., Иркутск, Красноказачья ул., 131",92700,600.0,154.5,административное здание,52.267675,104.33049
Другое,"Иркутская обл., Иркутск, ул. Урицкого, 3",800,30.76923076923077,26.0,торговый центр,52.28508679740048,104.29000306745908
Свободного назначения,"Иркутская обл., Иркутск, мкр-н Первомайский, 25",320,1.6,200.0,жилой дом,52.255917,104.234074
Свободного назначения,"Иркутская обл., Иркутск, Полярная ул., 95/4",57500,766.6666666666666,75.0,другой,52.333073,104.263179
Офис,"Иркутская обл., Иркутск, Красноказачья ул., 119",27075,750.0,36.1,административное здание,52.268088,104.329484
Свободного назначения,"Иркутская обл., Иркутск, ул. Баумана, 207",18000,654.5454545454545,27.5,жилой дом,52.347825,104.159963
Свободного назначения,"Иркутская обл., Иркутск, ул. 30-й Иркутской Дивизии, 25",28000,700.0,40.0,жилой дом,52.26526642,104.3319397
Склад,"Иркутская обл., Иркутск, Горка, 5",580,2.9,200.0,другой,52.366739,104.154366
Офис,"Иркутская обл., Иркутск, ул. Степана Разина, 5",56000,800.0,70.0,бизнес-центр,52.286618,104.272638
Офис,"Иркутская обл., Иркутск, Чудотворская ул., 2",131000,1000.0,131.0,жилой дом,52.29062271,104.2714615
Свободного назначения,"Иркутская обл., Иркутск, ул. Марата, 28",200000,1666.6666666666667,120.0,жилой дом,52.28492355,104.2777863
Свободного назначения,"Иркутская обл., Иркутск, ул. Баумана, 237/1",280000,1085.2713178294573,258.0,жилой дом,52.35208893,104.1483459
Офис,"Иркутская обл., Иркутск, ул. Сурикова, 2",12000,930.2325581395348,12.9,административное здание,52.287786,104.269189
Офис,"Иркутская обл., Иркутск, Красноармейская ул., 7",850,38.63636363636363,22.0,бизнес-центр,52.279467,104.285017
Офис,"Иркутская обл., Иркутск, ул. Ржанова, 164",25000,1000.0,25.0,торговый центр,52.252714,104.365246
Другое,"Иркутская обл., Иркутск, ул. Радищева, 153",35000,1750.0,20.0,другой,52.308726,104.328585
Свободного назначения,"Иркутская обл., Иркутск, ул. Розы Люксембург, 215В",504000,1000.0,504.0,торговый центр,52.349189,104.178055
Свободного назначения,"Иркутская обл., Иркутск, Красноярская ул., 57",50000,1351.3513513513512,37.0,жилой дом,52.2735672,104.3299255
Другое,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 31",17500,50.0,350.0,административное здание,52.289447417319295,104.29715214879434
Офис,"Иркутская обл., Иркутск, Партизанская ул., 102",12000,2000.0,6.0,административное здание,52.268314,104.311149
Офис,"Иркутская обл., Иркутск, ул. Дзержинского, 1",850,47.22222222222222,18.0,административное здание,52.27847,104.285233
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 239",250,0.35714285714285715,700.0,другой,52.25713,104.344063
Свободного назначения,"Иркутская обл., Иркутск, Коммунистическая ул., 65",40000,727.2727272727273,55.0,другой,52.264946,104.305229
Офис,"Иркутская обл., Иркутск, Горная ул., 4",1155,60.78947368421053,19.0,бизнес-центр,52.278993,104.301807
Торговая площадь,"Иркутская обл., Иркутск, ул. Ржанова, 164",1000,1.6666666666666667,600.0,торговый центр,52.252714,104.365246
Офис,"Иркутская обл., Иркутск, Советская ул., 109Б",7000,583.3333333333334,12.0,бизнес-центр,52.280339962921154,104.33894628274814
Свободного назначения,"Иркутская обл., Иркутск, ул. Ржанова, 45/3",107000,1801.3468013468014,59.4,жилой дом,52.252389,104.363575
Склад,"Иркутская обл., Иркутск, Ракитная ул., 16А",35000,269.2307692307692,130.0,другой,52.27415085,104.2171097
Другое,"Иркутская обл., Иркутск, мкр-н Ново-Ленино",850,56.666666666666664,15.0,другой,52.35082059109583,104.15126666928096
Свободного назначения,"Иркутская обл., Иркутск, мкр-н Юбилейный, 97",35000,1060.6060606060605,33.0,жилой дом,52.22049332,104.2937698
Склад,"Иркутская обл., Иркутск, ул. Сергеева, 3А",400,0.4,1000.0,другой,52.266986,104.22059
Свободного назначения,"Иркутская обл., Иркутск, ул. Лермонтова, 275/3",35000,700.0,50.0,жилой дом,52.25185394,104.2732773
Другое,"Иркутская обл., Иркутск, ул. Станиславского, 1/2",27000,1421.0526315789473,19.0,жилой дом,52.25973729405192,104.32687518650816
Торговая площадь,"Иркутская обл., Иркутск, мкр-н Юбилейный, 34",26000,204.8857368006304,126.9,жилой дом,52.224136,104.300226
Свободного назначения,"Иркутская обл., Иркутск, ул. Дзержинского, 11/4",650,4.012345679012346,162.0,административное здание,52.2795482084365,104.28774974604252
Общепит,"Иркутская обл., Иркутск, Депутатская ул., 14",1800,100.0,18.0,торговый центр,52.27645874,104.3185272
Свободного назначения,"Иркутская обл., Иркутск, ул. Халтурина, 15",60000,497.5124378109453,120.6,жилой дом,52.29151556010589,104.28959985557684
Свободного назначения,"Иркутская обл., Иркутск, ул. Тимирязева, 32",1500,150.0,10.0,административное здание,52.283302,104.298366
Офис,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 125",15000,789.4736842105264,19.0,бизнес-центр,52.280002,104.318614
Свободного назначения,"Иркутская обл., Иркутск, ул. Карла Либкнехта, 121",50000,609.7560975609756,82.0,бизнес-центр,52.27762604,104.3124619
Офис,"Иркутская обл., Иркутск, ул. Дзержинского, 9",1200,53.333333333333336,22.5,бизнес-центр,52.27923203,104.2871094
Торговая площадь,"Иркутская обл., Иркутск, ул. 3 Июля, 3",55000,1718.75,32.0,торговый центр,52.275412,104.287029
Офис,"Иркутская обл., Иркутск, ул. Красных Мадьяр, 25/1",26000,619.047619047619,42.0,административное здание,52.27313995,104.2988815
Свободного назначения,"Иркутская обл., Иркутск, Ракитная ул., 18А",300,2.8957528957528957,103.6,другой,52.279622,104.215604
Свободного назначения,"Иркутская обл., Иркутск, Дальневосточная ул., 154/2",55000,1666.6666666666667,33.0,другой,52.2528487921491,104.32134477627
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 320/1",1200,17.26618705035971,69.5,жилой дом,52.24988174,104.358223
Офис,"Иркутская обл., Иркутск, ул. Карла Маркса, 33/1",57000,1000.0,57.0,административное здание,52.286453,104.28994
Свободного назначения,"Иркутская обл., Иркутск, ул. Баумана, 203",25000,1086.9565217391305,23.0,другой,52.34835434,104.1603928
Свободного назначения,"Иркутская обл., Иркутск, ул. Достоевского, 29",60000,600.0,100.0,жилой дом,52.27997530772997,104.24187667758646
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 23",35000,1000.0,35.0,административное здание,52.27935073912606,104.30013183920852
Общепит,"Иркутская обл., Иркутский р-н, Байкальский тракт, 48-й километр, 2",354807,3676.7564766839378,96.5,другой,51.98741883004237,104.68060739738888
Офис,"Иркутская обл., Иркутск, ул. Горького, 36Б",22880,1300.0,17.6,бизнес-центр,52.284514,104.286302
Свободного назначения,"Иркутская обл., Иркутск, Советская ул., 109",1000,100.0,10.0,бизнес-центр,52.28021622,104.3386612
Свободного назначения,"Иркутская обл., Иркутск, ул. Трилиссера, 89",15000,1153.8461538461538,13.0,жилой дом,52.275583,104.316234
Офис,"Иркутская обл., Иркутск, ул. Чкалова, 37",14000,578.5123966942149,24.2,административное здание,52.289263,104.277795
Свободного назначения,"Иркутская обл., Иркутск, ул. Розы Люксембург, 293",750,21.428571428571427,35.0,торговый центр,52.35471819164925,104.15590761244202
Свободного назначения,"Иркутская обл., Иркутск, Дальневосточная ул., 144",100000,1149.4252873563219,87.0,жилой дом,52.25341034,104.3192673
Свободного назначения,"Иркутская обл., Иркутск, ул. Розы Люксембург, 297",40000,470.5882352941176,85.0,жилой дом,52.355427,104.153333
Офис,"Иркутская обл., Иркутск, Байкальская ул., 249",12999,1444.3333333333333,9.0,административное здание,52.25571060180664,104.33965301513672
Склад,"Иркутская обл., Иркутск, ул. Красных Мадьяр, 29А",25000,663.129973474801,37.7,жилой дом,52.273599,104.300926
Свободного назначения,"Иркутская обл., Иркутск, Трудовая ул., 56/1",900,25.0,36.0,жилой дом,52.27257919,104.3177338
Офис,"Иркутская обл., Иркутск, ул. Сурнова, 30/6",25000,1041.6666666666667,24.0,жилой дом,52.3116422223038,104.29105295985376
Офис,"Иркутская обл., Иркутск, Воронежская ул., 2с6",6500,650.0,10.0,административное здание,52.271731,104.231415
Другое,"Иркутская обл., Иркутск, ул. Желябова, 3",65000,1547.6190476190477,42.0,жилой дом,52.28742218,104.2838669
Офис,"Иркутская обл., Иркутск, ул. Фридриха Энгельса, 8Б",15000,980.3921568627451,15.3,административное здание,52.284789,104.30452
Свободного назначения,"Иркутская обл., Иркутск, 2-я Карьерная ул., 27/2",200,2.0,100.0,другой,52.30777296809588,104.33450959524536
Свободного назначения,"Иркутская обл., Иркутск, ул. Степана Разина, 26",16000,2000.0,8.0,административное здание,52.28367615,104.2764282
Другое,"Иркутская обл., Иркутск, ул. Баумана, 203",8500,1214.2857142857142,7.0,торговый центр,52.34835433959961,104.16039276123048
Офис,"Иркутская обл., Иркутск, ул. Ядринцева, 1/6",40000,800.0,50.0,другой,52.2795105,104.3365479
Офис,"Иркутская обл., Иркутск, Депутатская ул., 75",130000,706.5217391304348,184.0,жилой дом,52.26428556573009,104.33210806739804
Свободного назначения,"Иркутская обл., Иркутск, ул. Седова, 34А",1900,54.285714285714285,35.0,другой,52.274055,104.290642
Свободного назначения,"Иркутская обл., Иркутск, ул. Ядринцева, 1Ж",15000,833.3333333333334,18.0,административное здание,52.27788544,104.3364334
Офис,"Иркутская обл., Иркутск, ул. Пискунова, 160",50000,1250.0,40.0,бизнес-центр,52.26818848,104.3424835
Офис,"Иркутская обл., Иркутск, ул. Франк-Каменецкого, 19",10000,990.0990099009902,10.1,бизнес-центр,52.289891,104.299543
Офис,"Иркутская обл., Иркутск, ул. Степана Разина, 27",1100,28.645833333333336,38.4,административное здание,52.28337461488324,104.27812651265
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 29",1400,86.95652173913042,16.1,другой,52.27885437,104.3014832
Другое,"Иркутская обл., Иркутск, ул. Новокшонова, 62В",50000,416.6666666666667,120.0,другой,52.263881481973726,104.25108002846416
Свободного назначения,"Иркутская обл., Иркутск, мкр-н Юбилейный, 19/2",80000,3200.0,25.0,другой,52.22757099882998,104.30289704164868
Свободного назначения,"Иркутская обл., Иркутск, ул. Багратиона, 54/14",50000,416.6666666666667,120.0,жилой дом,52.22201157,104.3076248
Свободного назначения,"Иркутская обл., Иркутск, Байкальская ул., 124/1",35000,673.0769230769231,52.0,жилой дом,52.26293590036766,104.30982078776518
Склад,"Иркутская обл., Иркутск, ул. Сурнова, 22/9",5000,151.5151515151515,33.0,другой,52.30933728988887,104.29464395686584
Торговая площадь,"Иркутская обл., Иркутск, ул. Мухиной, 10",52500,1400.0,37.5,торговый центр,52.229173491961184,104.30839505982055
Свободного назначения,"Иркутская обл., Иркутский муниципальный округ, с. Урик, Дорожная ул., 1",1500,41.666666666666664,36.0,другой,52.46021652,104.2203827
Другое,"Иркутская обл., Иркутск, ул. Гидростроителей, 17",8000,1142.857142857143,7.0,жилой дом,52.23282242,104.3134155
Свободного назначения,"Иркутская обл., Иркутск, ул. Мухиной, 13",71000,996.7710234451775,71.23,жилой дом,52.227457,104.312011
Свободного назначения,"Иркутская обл., Иркутск, ул. Бородина, 56",12000,1000.0,12.0,жилой дом,52.22340823372735,104.31441262433918
Офис,"Иркутская обл., Иркутск, Волжская ул., 15",10000,666.6666666666666,15.0,торговый центр,52.26463318,104.3143005
Офис,"Иркутская обл., Иркутск, Красноярская ул., 31/1",1150,24.838012958963283,46.3,бизнес-центр,52.279274,104.330445
Свободного назначения,"Иркутская обл., Иркутск, ул. Бородина, 4",1000,3.235198964736331,309.1,административное здание,52.22867906897161,104.30501452649106
Свободного назначения,"Иркутская обл., Иркутск, Дальневосточная ул., 164/5",200000,2500.0,80.0,жилой дом,52.25154114,104.3236008
Офис,"Иркутская обл., Иркутск, ул. Декабрьских Событий, 55",12000,888.8888888888889,13.5,административное здание,52.287852,104.300468
Свободного назначения,"Иркутская обл., Иркутск, Депутатская ул., 87/3",36000,734.6938775510204,49.0,жилой дом,52.26509476,104.3425293
Офис,"Иркутская обл., Иркутск, ул. Лапина, 6",27500,1000.0,27.5,жилой дом,52.2797699,104.2852631
Склад,"Иркутская обл., Иркутск, ул. Нижняя Набережная, 14",40000,615.3846153846154,65.0,другой,52.29376197419424,104.28919272394435
Офис,"Иркутская обл., Иркутск, Дальневосточная ул., 146",160000,391.48519696598976,408.7,другой,52.252951,104.318695
Офис,"Иркутская обл., Иркутск, ул. Свердлова, 30",65000,565.2173913043479,115.0,административное здание,52.28559494,104.286438
Свободного назначения,"Иркутская обл., Иркутск, ул. Александра Невского, 15/4",60000,695.2491309385864,86.3,жилой дом,52.279142,104.309873
Свободного назначения,"Иркутская обл., Иркутск, 6-я Советская ул., 18А/1",35000,1346.1538461538462,26.0,жилой дом,52.26409912,104.3030014
Офис,"Иркутская обл., Иркутск, ул. Зверева, 9Б",47760,600.0,79.6,административное здание,52.26900101,104.3300552
Торговая площадь,"Иркутская обл., Иркутск, б-р Рябикова, 20Б",600,1.1864741941862764,505.7,торговый центр,52.26569,104.208544
Другое,"Иркутская обл., Иркутск, Дальневосточная ул., 110",15000,1000.0,15.0,жилой дом,52.25478745,104.3145905
Свободного назначения,"Иркутская обл., Иркутск, ул. Рабочего Штаба, 16",20000,666.6666666666666,30.0,другой,52.3032171990574,104.29902563096738
Свободного назначения,"Иркутская обл., Иркутск, ул. Сухэ-Батора, 7",37500,1209.6774193548388,31.0,административное здание,52.28781509,104.2822418
Торговая площадь,"Иркутская обл., Иркутск, мкр-н Юбилейный, 19/1",36000,6000.0,6.0,торговый центр,52.227534,104.304025
Торговая площадь,"Иркутская обл., Иркутск, Советская ул., 58/1",124000,2000.0,62.0,торговый центр,52.275583,104.305166
Офис,"Иркутская обл., Иркутск, ул. Дзержинского, 1",32000,790.1234567901234,40.5,административное здание,52.27866742124069,104.28497550793456
Офис,"Иркутская обл., Иркутск, ул. Седова, 30",19000,271.42857142857144,70.0,бизнес-центр,52.27377419102471,104.28986960845944
Другое,"Иркутская обл., Иркутск, ул. Баррикад, 43",10000,277.77777777777777,36.0,административное здание,52.296429,104.304582
Торговая площадь,"Иркутская обл., Иркутск, ул. Баумана, 233А",2650,57.608695652173914,46.0,другой,52.35045968152136,104.15098529266356
Другое,"Иркутская обл., Иркутск, Култукская ул., 16",4000,1428.5714285714287,2.8,жилой дом,52.28328705,104.3232422
Торговая площадь,"Иркутская обл., Иркутск, ул. Баумана, 233Б",32000,8000.0,4.0,торговый центр,52.35149002,104.1501541
Офис,"Иркутская обл., Иркутск, Красноярская ул., 72А",53200,700.0,76.0,административное здание,52.269356,104.330463
Свободного назначения,"Иркутская обл., Иркутск, ул. Клары Цеткин, 9В",500,15.673981191222571,31.9,административное здание,52.277368,104.256496
Другое,"Иркутская обл., Иркутск, ул. Щапова, 4/6",30000,600.0,50.0,жилой дом,52.29905701,104.3045731
Торговая площадь,"Иркутская обл., Иркутск, ул. Баумана, 233Б",32000,8000.0,4.0,торговый центр,52.35149002,104.1501541
